id,show_name,season_number,episode_number,episode_title,overview,air_date,runtime_min,tmdb_episode_rating,episode_vote_count,still_path,still_file,season_poster_path,season_poster_file,tmdb_show_id,tmdb_episode_id,show_genres,show_genre_ids,directors,writers,guest_stars_top5,match_status
KTH001,King of the Hill,2,1,How to Fire a Rifle Without Really Trying,"When Bobby discovers the one sport he is good at, marksmanship, he and Hank decide to enter a father & son tournament. As it turns out Hank is a terrible marksman.",1997-09-21,22,7.2,5,/oSl52rCTfbMHlH3SjGC6Cgo7VKs.jpg,KTH001.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147683,"Animation, Comedy, Family","16, 35, 10751",Adam Kuhlman,Paul Lieberstein,"Angela Kinsey, Wallace Shawn, David Herman",matched (episode pull)
KTH002,King of the Hill,2,2,Texas City Twister,"Luanne moves back into her home, a trailer, just as a twister is about to hit.",1997-09-26,22,8.5,6,/eFYQKxCnUTnjAyGvbRtgJCsmtKT.jpg,KTH002.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147685,"Animation, Comedy, Family","16, 35, 10751",Jeff Myers,Cheryl Holliday,"Maurice LaMarche, Neil Giuntoli, Cheryl Holliday",matched (episode pull)
KTH003,King of the Hill,2,3,Arrow Head,"After Hank finds an arrow head in his lawn, Peggy gives a archaeologist permission to have an archaeological dig their yard.",1997-10-19,22,6.8,5,/oRMt6WphDvlWSBlux09BS7cGQb2.jpg,KTH003.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147686,"Animation, Comedy, Family","16, 35, 10751",Klay Hall,"Jonathan Aibel, Glenn Berger","Maurice LaMarche, Jonathan Joss",matched (episode pull)
KTH004,King of the Hill,2,4,Hilloween,Hank is excited about Halloween until someone complains and has the holiday canceled.,1997-10-26,22,7.667,6,/tjV13PcsBmqXT2Shmqso5TPbuHN.jpg,KTH004.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147687,"Animation, Comedy, Family","16, 35, 10751",John Rice,David Zuckerman,"Sally Field, David Herman, Dennis Burkley, Neil Giuntoli, David Zuckerman",matched (episode pull)
KTH005,King of the Hill,2,5,"Jumpin' Crack Bass (It's a Gas, Gas, Gas)","In an effort to catch more fish than his friends, Hank decides to buy special ""bait"" from a street vendor. He soon finds himself in trouble with the law.",1997-11-02,22,7.8,5,/kerkpWmE2Ywl5KS1qJUjnMaAp6P.jpg,KTH005.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147688,"Animation, Comedy, Family","16, 35, 10751",Gary McCarver,"Alan R. Cohen, Alan Freedland","Dan Butler, James Carville, Brent Forrester",matched (episode pull)
KTH006,King of the Hill,2,9,The Company Man,Hank struggles to portray himself and his life as that of a stereotypical Texan cowboy's for a Hollywood cowboy movie fan in order to secure a business deal for Strickland Propane.,1997-12-07,22,5.375,8,/wg9sI5qsBdnVO77BJlyo5mKBzd1.jpg,KTH006.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147693,"Animation, Comedy, Family","16, 35, 10751",Klay Hall,Jim Dauterive,"Billy West, Stockard Channing, Burt Reynolds",matched (episode pull)
KTH007,King of the Hill,2,12,Meet the Manger Babies,"After seeing that Luanne is depressed, Hank volunteers to buy her some hand puppets at a rummage sale. Luanne starts doing a Christian puppet show, The Manger Babies. Hank agrees to play God in the televised version of the puppet show. When it turns out that the show will be on at the same time as the Super Bowl, Hank has to choose between helping Luanne or watching the game.",1998-01-11,22,7.0,5,/bhkvQORSO3UjKKmCyqulK9uH6Dp.jpg,KTH007.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147708,"Animation, Comedy, Family","16, 35, 10751",Jeff Myers,,"Maurice LaMarche, Debi Derryberry, Troy Aikman, Peabo Bryson",matched (episode pull)
KTH008,King of the Hill,2,13,Snow Job,"When Hank's boss, Buck Strickland, has another heart attack, Hank expects to be put in charge of the company while Buck is recuperating. Instead Buck picks Lloyd Vickers, a business-school graduate, and puts Hank in charge of feeding his dogs. At Buck's house, Hank discovers that Buck's stove is electric, not propane. Realizing that Buck is just in propane for the money, Hank considers leaving the propane business and opening up a general store instead.",1998-02-01,22,7.75,4,/ulqypdwoM4iFoJn3RBfycgmLxlh.jpg,KTH008.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147711,"Animation, Comedy, Family","16, 35, 10751",Adam Kuhlman,,"David Herman, Dennis Burkley, Cheryl Holliday",matched (episode pull)
KTH009,King of the Hill,2,14,I Remember Mono,"On Valentine's Day, Peggy finds out that Hank lied to her when they were dating: he told her he was at home one week with a football injury, when he actually got mono from kissing another girl. She sets out to uncover the whole truth, and finds herself face to face with the past.",1998-02-08,22,7.25,4,/viDIfdl1oTjbP4DZcz7i4hu1sgH.jpg,KTH009.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147713,"Animation, Comedy, Family","16, 35, 10751",Wes Archer,Paul Lieberstein,"Kerri Strug, Jennifer Jason Leigh, Joanna Gleason, Mark Humphrey, Alex Dent",matched (episode pull)
KTH010,King of the Hill,2,15,Three Days of the Kahndo,"Hank and his family go with Kahn and his family to spend a weekend in a duplex condo in Mexico. When Kahn discovers that only the bottom half of the condo has been rented, he breaks into the top half and lets Hank stay there. Dale shows up to stay with the Hills, and when Hank, Kahn and Dale are arrested for breaking into the upstairs condo, they have to sneak back across the border.",1998-02-15,22,8.333,3,/5sZHMrWeCPBsenYd1VHKASFbZqK.jpg,KTH010.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147717,"Animation, Comedy, Family","16, 35, 10751",Lauren MacMullan,,"Castulo Guerra, Paul Rodríguez, Alex Dent, Eloy Casados, Bertila Damas",matched (episode pull)
KTH011,King of the Hill,2,17,Hank's Dirty Laundry,"When Hank tries to buy a new dryer, he is told that his credit is no good because he owes money to Arlen Video. The video store's computer says he rented and never returned a pornographic movie, Cuffs and Collars. Hank refuses to pay for a movie he never rented, and sets out to prove that the computer was wrong.",1998-03-01,22,7.333,3,/dYQR9wOfrhZChKFaFgUrWtpHiXw.jpg,KTH011.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147732,"Animation, Comedy, Family","16, 35, 10751",Shaun Cashman,,"Lynne Thigpen, Billy West, David Herman",matched (episode pull)
KTH012,King of the Hill,2,18,The Final Shinsult,"When Cotton learns that the U.S. government is giving the artificial leg of General Santa Ana back to Mexico, he teams up with Dale to steal the leg from the Arlen Museum.",1998-03-15,22,7.75,4,/5HxlZPTdGBCuV3YzIQHHL6rE9kM.jpg,KTH012.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147725,"Animation, Comedy, Family","16, 35, 10751",,,"David Herman, Erica Clare",matched (episode pull)
KTH013,King of the Hill,2,20,Junkie Business,"After Hank realizes that his new employee at Strickland Propane is a drug addict, he can't fire him, because drug addiction counts as a disability under the Americans With Disabilities Act.",1998-04-26,22,7.25,4,/zUBXXmh0lL2fxQyUFsJuhgSAumx.jpg,KTH013.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147727,"Animation, Comedy, Family","16, 35, 10751",Cyndi Tang,Jim Dauterive,"David Herman, Bertila Damas, Jim Dauterive, Brent Forrester",matched (episode pull)
KTH014,King of the Hill,2,23,Propane Boom,"When Mega Lo Mart starts selling propane, Strickland Propane can't compete with their prices, and Hank loses his job. He winds up working in the propane department at Mega Lo Mart, under the supervision of Luanne's boyfriend Buckley. Hank and other Mega Lo Mart employees decide to protest the way the company destroys small businesses, by disrupting a concert by the company spokesman, Chuck Mangione. Meanwhile, Luanne, who wanted Buckley to give her the job that he gave to Hank, tells Buckley she's breaking up with him. And Hank, Luanne and Buckley are the only people in the Mega Lo Mart when Hank notices a leak...",1998-05-17,22,9.0,4,/ipHbFxisAVILyCyrmB7w03E0h3B.jpg,KTH014.jpg,/nAB3XAV9UqAIkQX0T0T724hFOJ2.jpg,2122-S02.jpg,2122,147730,"Animation, Comedy, Family","16, 35, 10751",Gary McCarver,Norm Hiscock,"David Herman, Jennifer Coolidge, Chuck Mangione, Jim Cummings, Joanna Gleason",matched (episode pull)
KTH015,King of the Hill,1,1,Pilot,Middle-class Texan Hank Hill blows his top when an overzealous social worker accuses him of child abuse after rumors about his son's black eye get out of hand.,1997-01-12,22,8.0,13,/zj1o9VbOydmYOygo4QQzq34hNoI.jpg,KTH015.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147643,"Animation, Comedy, Family","16, 35, 10751",Wes Archer,"Greg Daniels, Mike Judge","David Herman, Gailard Sartain",matched (episode pull)
KTH016,King of the Hill,1,2,Square Peg,Hank is annoyed when Bobby asks to take a sex-education class--especially when he discovers that Peggy's the teacher.,1997-01-19,22,7.727,11,/l2BDckE0yOseRsfWo6pVeC4STk5.jpg,KTH016.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147676,"Animation, Comedy, Family","16, 35, 10751",Gary McCarver,Joe Stillman,Mary Scheer,matched (episode pull)
KTH017,King of the Hill,1,3,The Order of the Straight Arrow,"A camping trip with Bobby's scout troop leaves Hank griping after the boy clubs an endangered bird during a faux hunt. Meanwhile, Peggy embarks on a mysterious quest.",1997-02-02,22,7.857,7,/4Uv2HK2mxJOP5QqTaBxioJNgdcd.jpg,KTH017.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147679,"Animation, Comedy, Family","16, 35, 10751",Klay Hall,Cheryl Holliday,"Victor Aaron, David Herman, Cheryl Holliday",matched (episode pull)
KTH018,King of the Hill,1,4,Hank's Got the Willies,Hank's determination to find a role model for Bobby leads to an unexpected encounter with Hank's own hero.,1997-02-09,22,7.0,7,/f54I5fEF9xOLzGrx68IjaBKreuC.jpg,KTH018.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147677,"Animation, Comedy, Family","16, 35, 10751",Monte Young,Johnny Hardwick,"David Herman, Willie Nelson, Dennis Hopper",matched (episode pull)
KTH019,King of the Hill,1,5,Luanne's Saga,"When Luanne breaks up with Buckley, Hank takes it upon himself to pick up the pieces of his niece's broken heart, only to be left fuming when she makes a play for Boomhauer.",1997-02-16,22,7.857,7,/htwVSYbYAqs7B1OWGre3joeF5Wd.jpg,KTH019.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147678,"Animation, Comedy, Family","16, 35, 10751",Pat Shinagawa,"Dan Sterling, Dan McGrath, Brent Forrester, Paul Lieberstein","David Herman, Victor Aaron, Chuck Mangione",matched (episode pull)
KTH020,King of the Hill,1,6,Hank's Unmentionable Problem,"A concerned Peggy inadvertently spreads the word about Hank's bout with constipation, leaving her husband flushed with embarrassment.",1997-02-23,22,7.0,5,/aETZJxeTlrGUcYF2GNR8UcnI8gj.jpg,KTH020.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147680,"Animation, Comedy, Family","16, 35, 10751",Adam Kuhlman,"Greg Daniels, Mike Judge","Steven Banks, Jim Cummings, David Herman",matched (episode pull)
KTH021,King of the Hill,1,7,Westie Side Story,The Hills' new Laotian neighbors cause Peggy and Hank confusion and consternation after a culture clash leads to suspicion over a missing dog.,1997-03-02,22,7.0,5,/joKjDPHqrY0paTOqszRVNeoxlf1.jpg,KTH021.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147653,"Animation, Comedy, Family","16, 35, 10751",Brian Sheesley,"Jonathan Aibel, Glenn Berger",,matched (episode pull)
KTH022,King of the Hill,1,9,Peggy the Boggle Champ,"Peggy and Hank head to Dallas so Peggy can compete in a boggle tournament, but Hank decides to forego the tournament in order to attend a lawnmower expo.",1997-04-13,22,7.0,5,/zUGT2aUXtBM94eSU47u4YlPZukV.jpg,KTH022.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147647,"Animation, Comedy, Family","16, 35, 10751",Chuck Sheetz,"Jonathan Aibel, Glenn Berger","Laurie Metcalf, David Herman, Chuck Mangione",matched (episode pull)
KTH023,King of the Hill,1,10,Keeping Up with Our Joneses,"Hank and Peggy's love of cigarettes is rekindled after Hank catches Bobby smoking, but Luanne is determined to nip their habit in the butt.",1997-04-27,22,7.4,5,/8BZKycYEcyvMQqe3spujEYFDPnA.jpg,KTH023.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147666,"Animation, Comedy, Family","16, 35, 10751",John Rice,"Jonathan Collier, Joe Stillman","Billy West, David Herman, Eloy Casados",matched (episode pull)
KTH024,King of the Hill,1,12,Plastic White Female,"Luanne and Bobby each face a crisis: she's fearful of failing her beauty exam, while he frets over his first boy-girl party.",1997-05-11,22,7.4,5,/7wej5IHsR41FuQqXs1WD6ChtS57.jpg,KTH024.jpg,/iooLAHYz3q5tietw70zvrEdOAzN.jpg,2122-S01.jpg,2122,147675,"Animation, Comedy, Family","16, 35, 10751",Jeff Myers,David Zuckerman,"Jennifer Coolidge, Dawnn Lewis, Jimmy Peterson",matched (episode pull)
KTH025,King of the Hill,3,3,Peggy's Headache,"When Peggy starts writing ""musings"" for the local newspaper, the pressure gives her a headache, so she goes to John Redcorn for a therapeutic massage. When she finds out that Dale's wife Nancy is having an affair with John Redcorn, she is so horrified that she decides to tell Dale about it.",1998-10-06,22,7.333,3,/9agfsDRBbeyHBeePldJc7HYWwPe.jpg,KTH025.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147734,"Animation, Comedy, Family","16, 35, 10751",,Joe Stillman,Jonathan Joss,matched (episode pull)
KTH026,King of the Hill,3,7,Nine Pretty Darn Angry Men,"Hank is outraged when he attends a lawn mower focus group and discovers that the new model of his favorite mower has been turned into an upgraded ""yuppified"" version.",1998-11-17,22,9.5,2,/lEhY3hiVE7TMLEqiatO5afUtVAf.jpg,KTH026.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147739,"Animation, Comedy, Family","16, 35, 10751",Shaun Cashman,Jim Dauterive,"Beth Grant, David Herman, Billy Bob Thornton, Dwight Yoakam",matched (episode pull)
KTH027,King of the Hill,3,8,Good Hill Hunting,"All the kids in the neighborhood are going on their first hunt, but Hank is unable to get a hunting license for him and Bobby. Bobby is so upset about being denied the chance at a rite of passage that he starts to regress into acting like a little kid. Hank reluctantly decides to take Bobby hunting at the La Grunta Resort.",1998-12-01,22,7.5,2,/qVu3B7ymTUCgDozilNt5aP83AJw.jpg,KTH027.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147745,"Animation, Comedy, Family","16, 35, 10751",Klay Hall,Joe Stillman,"Tara Strong, David Herman, Jonathan Joss",matched (episode pull)
KTH028,King of the Hill,3,10,A Firefighting We Will Go,"Hank and his friends become volunteer firefighters. They manage to wreck a fire hydrant, ruin a funeral, and finally burn down the Arlen firehouse. When the Fire Captain comes to ask what happened, the trio turns the story around to match each of their scenarios.",1999-01-12,22,9.5,2,/3gvVPGRwjyuhNpemR5oQi1VJE83.jpg,KTH028.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147751,"Animation, Comedy, Family","16, 35, 10751",Cyndi Tang,"Greg Daniels, Mike Judge","Earl Houston Bullock, Buddy Ebsen, Barry Corbin",matched (episode pull)
KTH029,King of the Hill,3,13,De-Kahnstructing Henry,"Kahn gets a great new job and invites Hank over to the office, hoping to make him jealous. While bragging about his job, Kahn gives away government secrets, swearing Hank to secrecy. Hank talks to Bill about Kahn's job, and Kahn gets fired for it.",1999-02-02,22,7.0,2,/1eqTDgNbXqUBLHyN1lyz8qgqWVx.jpg,KTH029.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147752,"Animation, Comedy, Family","16, 35, 10751",Klay Hall,Paul Lieberstein,"Chuck Mangione, Maurice LaMarche, Glenn L. Lucas",matched (episode pull)
KTH030,King of the Hill,3,15,Sleight of Hank,"Hank and Peggy go to a magic show where Peggy gets to be the volunteer in the best trick. Hank tries to figure out how the trick was done, and Peggy won't tell him. Meanwhile, Bobby is looking for a way to liven up his Sunday School report on Jesus, and when he sees the magician, he incorporates some of the tricks and patter into the report, calling it ""The Amazing Jesus.""",1999-02-16,22,7.5,2,/w8SjkaS6b5vUcJDeGGIZS2Amsh3.jpg,KTH030.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147755,"Animation, Comedy, Family","16, 35, 10751",Jeff Myers,,"David Herman, Jonathan Joss",matched (episode pull)
KTH031,King of the Hill,3,16,"Jon Vitti Presents: ""Return to La Grunta""","Hank gets Luanne a job as a golf course drink girl at the La Grunta resort. In gratitude, Luanne gets Hank a chance to swim with a dolphin. Hank pets the dolphin, and the dolphin becomes aroused and tries to become sexually intimate with him. In return for his silence, the hotel pays him off, and Hank tells Luanne never to talk about what happened. Luanne gets sexually harassed by one of the golfers, she decides to follow Hank's example and not talk about it.",1999-02-23,22,9.0,3,/yDOzKlLhBbbCPPWjOeGnYKtcvf4.jpg,KTH031.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147754,"Animation, Comedy, Family","16, 35, 10751",Gary McCarver,Jon Vitti,"Dena Dietrich, David Herman, Louise Jaffe, Nick Jameson, Billy West",matched (episode pull)
KTH032,King of the Hill,3,17,Escape from Party Island,"Hank takes his mother and her friends to a museum of miniatures in Port Aransas, and they get stuck in the middle of MTV's Spring Break. Meanwhile, Bill tries to put the moves on Peggy while Hank is away.",1999-03-16,22,8.5,4,/eE3eG7p0x4jE22bzdHDCMBcLsEZ.jpg,KTH032.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147758,"Animation, Comedy, Family","16, 35, 10751",Gary McCarver,Jonathan Collier,"Phyllis Diller, Beth Grant, Phil Buckman, Dave Buzzotta, Dena Dietrich",matched (episode pull)
KTH033,King of the Hill,3,18,Love Hurts... and So Does Art,"Worried at the prospect of going to a school dance with Connie, Bobby starts overeating at the local deli, and develops gout. Meanwhile, Hank goes to an art gallery in Dallas and finds that they are displaying an X-ray of his constipated colon.",1999-03-23,22,8.0,3,/b4k7xd13qNoUxtyoycLp5md2Mmb.jpg,KTH033.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147759,"Animation, Comedy, Family","16, 35, 10751",Adam Kuhlman,,"Dennis Burkley, Julianne Buescher, Jill Parker, Lisa Jane Persky, Wally Wingert",matched (episode pull)
KTH034,King of the Hill,3,20,Dog Dale Afternoon,"When Dale brings home a new 'Super Mower' the neighbors are jealous, but his attitude leaves everyone with a bad taste in their mouths. To knock him down a few notches, the crew decides to hide his new mower, & make it look like a conspiracy, Peggy gets involved and it goes too far. Dale gets pushed over the edge & it is Hank that goes to help him back down.",1999-04-13,22,9.333,3,/sUk0gjlCBTjKyPsyJAf7hPitj1t.jpg,KTH034.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147760,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,"Jon Vitti, Kit Boss","Billy West, Jonathan Joss",matched (episode pull)
KTH035,King of the Hill,3,21,Revenge of the Lutefisk,"Arlen's new minister is a woman, which everyone except Cotton seems to accept. When Bobby eats all of a Midwestern fish dish prepared by the minister, it somehow leads to him accidentally burning down the church. Everyone assumes that Cotton did it, and he is arrested for a hate crime.",1999-04-20,22,7.0,2,/arfrla7ickgDbpbNuxxyv9EcNz8.jpg,KTH035.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147757,"Animation, Comedy, Family","16, 35, 10751",,,"Mary Tyler Moore, Maurice LaMarche",matched (episode pull)
KTH036,King of the Hill,3,25,As Old as the Hills...,Peggy and Hank's 20th-anniversary party leaves the missus missing their youth; and a bottle of tequila is the highlight of their private revelry.,1999-05-18,22,8.0,1,/g3ZZeeNKBxwhrgZTiPhtyNn0UKN.jpg,KTH036.jpg,/fULhidKRT37Hp3VtcucBQAlLhRH.jpg,2122-S03.jpg,2122,147768,"Animation, Comedy, Family","16, 35, 10751",Adam Kuhlman,Norm Hiscock,David Herman,matched (episode pull)
KTH037,King of the Hill,4,2,Cotton's Plot,"Freed from a six-week body cast, non-ambulatory Peggy takes physical therapy from Cotton, who drills her military style. Meanwhile, Hank's pals make use of her cast.",1999-10-03,22,8.75,4,/1a4KJ77kme7rbcwQyi2cpOuUHJT.jpg,KTH037.jpg,/cEfduHDxc6fAOdaAY0QuKKq9cjM.jpg,2122-S04.jpg,2122,147772,"Animation, Comedy, Family","16, 35, 10751",Anthony Lioi,"Jonathan Aibel, Glenn Berger",Phil LaMarr,matched (episode pull)
