id,show_name,season_number,episode_number,episode_title,overview,air_date,runtime_min,tmdb_episode_rating,episode_vote_count,still_path,still_file,season_poster_path,season_poster_file,tmdb_show_id,tmdb_episode_id,show_genres,show_genre_ids,directors,writers,guest_stars_top5,match_status
KTH129,King of the Hill,10,9,The Year of Washing Dangerously,"Hank gets sucked into Kahn's get-rich-quick scheme when Kahn buys the car wash that hosts car cruising on Friday nights. But Kahn wrecks the business by trying to cut corners, and gets bought out by Buck Strickland. Meanwhile, Peggy tries to figure out if Nancy is deliberately refusing to take her calls.",2006-03-26,22,8.333,3,/hH1Hj6UHDTWAklLmmjFknvcVZ6n.jpg,KTH129.jpg,/2LSFVxr3mUUTMzM6gwaNVZtXgYz.jpg,2122-S10.jpg,2122,148061,"Animation, Comedy, Family","16, 35, 10751","Cyndi Tang, Ken Wong",J.B. Cook,"James Sie, Breckin Meyer, Randal Reeder",matched (episode pull)
KTH130,King of the Hill,10,10,Hank Fixes Everything,"Buck Strickland embarks on a propane price war with Thatherton and two other rivals, and hires the guys from ""American Chopper"" to boost sales at the Propane Expo.  When the 'war' goes too far, and the companies are all losing profit, Hank takes matters into his own hands, and calls a meeting.  Unfortunately, the owners decide to 'price fix' and get caught.  Meanwhile, Lucky and Luanne wait for Brownsville Station tickets, in line 6 days before tickets go on sale.",2006-04-02,23,7.667,3,/lWfVGZdfkPXQvDr5aGJnRn8LVgH.jpg,KTH130.jpg,/2LSFVxr3mUUTMzM6gwaNVZtXgYz.jpg,2122-S10.jpg,2122,148068,"Animation, Comedy, Family","16, 35, 10751","Dominic Polcino, Ron Rubio",Kit Boss,"Tom Petty, Paul Teutul, Jr., Danny Trejo, Scott Klace, Glenn Morshower",matched (episode pull)
KTH131,King of the Hill,10,11,Church Hopping,"When Reverend Stroup gives the Hills' pew at the Arlen First Methodist Church to another family, Hank and his family decide to find another church. A slick pastor tries to bribe the Hills into worshipping at his Megachurch.",2006-04-09,22,5.0,3,/pSt5mIMCeOtuJg261h90vOzWuTL.jpg,KTH131.jpg,/2LSFVxr3mUUTMzM6gwaNVZtXgYz.jpg,2122-S10.jpg,2122,148073,"Animation, Comedy, Family","16, 35, 10751",Robin Brigstocke,Jim Dauterive,"Tom Petty, Big Boi, Danny Trejo, David Herman, Sal Lopez",matched (episode pull)
KTH132,King of the Hill,10,12,24 Hour Propane People,"When Buck gets banned from his favorite strip club, he refocuses on making Strickland Propane a ""fun"" place to work. He makes his employees dress in costumes, have sleepovers in the office and use hip catchphrases. It's up to Hank to get everyone focused on selling propane again.",2006-04-23,22,8.0,3,/chthYwMqtgPzA3VP3zO4VJAYLm9.jpg,KTH132.jpg,/2LSFVxr3mUUTMzM6gwaNVZtXgYz.jpg,2122-S10.jpg,2122,148072,"Animation, Comedy, Family","16, 35, 10751",Robin Brigstocke,"Aron Abrams, Greg Thompson","Justin Long, Henry Gibson, Danny Trejo, David Herman",matched (episode pull)
KTH133,King of the Hill,11,6,Glen Peggy Glen Ross,"Peggy loses her job at The Arlen Bystander and begins a new career as a real estate agent. Meanwhile, after Dale buys a set of titanium golf clubs at a police auction, he gives the clubs to Hank.  However, Hank has trouble playing with a set of clubs that once belonged to a convicted murderer.",2007-04-22,22,6.333,3,/jXwmAw7z2czdR3Oh9j8IQ9KR19Z.jpg,KTH133.jpg,/bzckxthb2ToSwKwiSDqIhMPkI0Y.jpg,2122-S11.jpg,2122,148079,"Animation, Comedy, Family","16, 35, 10751",Tony Kluck,Jim Dauterive,"Chris Elliott, Phil Hendrie, Henry Gibson, Scott Klace",matched (episode pull)
KTH134,King of the Hill,11,8,Grand Theft Arlen,"Hank becomes obsessed with a video game about propane.  Meanwhile, Bobby trains for the Presidential Fitness Test.",2007-04-29,22,8.667,3,/5BqtlFg7hAAsyo7xLlrQQGzJlwT.jpg,KTH134.jpg,/bzckxthb2ToSwKwiSDqIhMPkI0Y.jpg,2122-S11.jpg,2122,148077,"Animation, Comedy, Family","16, 35, 10751",Ron Rubio,Sanjay Shah,"Breckin Meyer, Phil LaMarr, Dennis Burkley, Randal Reeder, Justin Long",matched (episode pull)
KTH135,King of the Hill,11,1,The Peggy Horror Picture Show,"Feeling unfeminine after a clothing exchange party with the neighborhood girls, Hank offers Peggy a new pair of shoes. After finding that her usual place in Lubbock is out of business, she stumbles upon 'Clairissa's Closet', and a new best friend, Carolyn. They become the best of friends, until Peggy finds out that Carolyn is a he, and Carolyn finds that Peggy is a she.",2007-01-28,22,4.5,2,/un4DrtkdN2ZOTtNXdBBN7pmqSK4.jpg,KTH135.jpg,/bzckxthb2ToSwKwiSDqIhMPkI0Y.jpg,2122-S11.jpg,2122,148082,"Animation, Comedy, Family","16, 35, 10751",Kyounghee Lim,Christy Stratton,"Breckin Meyer, David Herman, Scott Klace, Wyatt Cenac, Michael Jamin",matched (episode pull)
KTH136,King of the Hill,11,3,Blood and Sauce,"The guys discuss what they want to pass on to their children, Bill becomes despondent because he doesn’t have any. In an effort to cheer him up, they help Bill put together a Dauterive family reunion, only to be thwarted by the realization that Bill only has one living relative. Bill winds up sharing an incredible barbeque with his neighbors and teaches Bobby the secret sauce recipe.",2007-02-18,22,6.5,2,/jHFmGR2us3kXlNQeXiBL6fZECSq.jpg,KTH136.jpg,/bzckxthb2ToSwKwiSDqIhMPkI0Y.jpg,2122-S11.jpg,2122,148078,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,Dan McGrath,David Herman,matched (episode pull)
KTH137,King of the Hill,12,1,Suite Smells of Excess,"When the guys take Bobby to a college football game, their hijinks land them in a VIP box suite and calling plays for the visiting team.",2007-09-23,,8.5,2,/nDQVlOrF1kQ9ViJAjlzhSpexBlv.jpg,KTH137.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148095,"Animation, Comedy, Family","16, 35, 10751",Michael Loya,Dave Schiff,"Scott Klace, Ernie Grunwald, Wyatt Cenac, Randal Reeder",matched (episode pull)
KTH138,King of the Hill,12,2,Bobby Rae,"To impress a girl, Bobby protests against soda machines in the school.  However, since the teachers have been using the drink machine money to pay for their ""retreat"", they decide to fight back. Meanwhile, Dale decides to record his friends' witty quotes and put them all in a book.",2007-09-30,,6.5,2,/gnJqYFAjYycNpqQDJxgEy26LlA8.jpg,KTH138.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148110,"Animation, Comedy, Family","16, 35, 10751",Ken Wong,"Tim Croston, Chip Hall","Mitchel Musso, Rini Bell, Paul Butcher, David Herman, Mo Collins",matched (episode pull)
KTH139,King of the Hill,12,3,The Powder Puff Boys,"Hank encourages Bobby when he is asked to cheerleader for the girls in the school's annual Powder Puff game.  Bobby soon learns that there is a tradition and Hank, Bill, Dale and Principal Moss were once ""Powder Puff Boys"" themselves. However, the boys learn that Peggy and the PTA Are trying to put a stop to the tradition.",2007-10-07,,6.5,2,/gyrfAav4ecAYYY56mjx6X3F3Bp6.jpg,KTH139.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148097,"Animation, Comedy, Family","16, 35, 10751",Ron Rubio,Christy Stratton,"Breckin Meyer, Mitchel Musso, Patrick Bristow, Dennis Burkley, Lisa Edelstein",matched (episode pull)
KTH140,King of the Hill,12,4,Four Wave Intersection,"Arlen is hit by a heat wave and Hank and the gang take the kids to the water park. Unfortunately, when they have to tangle with a group of surfer bullies, Boomhauer, who is usually cool, winds up embarrassing himself. Meanwhile, Bill becomes known as the famous ""Heat-Waver"" when he begins to stand on the side of the highway and wave to motorists.",2007-10-14,21.0,7.0,2,/yVyCxxX3A4kdLToZRy2bZTUaAdC.jpg,KTH140.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148140,"Animation, Comedy, Family","16, 35, 10751",Anthony Chun,"Murray Miller, Judah Miller","Breckin Meyer, David Herman, Josh Keaton, Mikey Kelley, Kelle Leonard",matched (episode pull)
KTH141,King of the Hill,12,5,Death Picks Cotton,When the family goes out to a restaurant where the food is cooked at the table Cotton throws a tantrum and gets into a fight with the chef.  The fight leaves Cotton near death in the hospital.,2007-11-11,21.0,8.0,2,/bDwQ0bwRkjH0FQlRMDwn0B3ouug.jpg,KTH141.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148102,"Animation, Comedy, Family","16, 35, 10751",Tony Kluck,"Murray Miller, Judah Miller","David Herman, Jonathan Joss",matched (episode pull)
KTH142,King of the Hill,12,6,Raise the Steaks,After Hank falls in love with organic food he starts his own mini co-op garden in his back yard.,2007-11-18,21.0,8.0,2,/7YWgeLm614DXUMVHFsrcYy1eUlP.jpg,KTH142.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148103,"Animation, Comedy, Family","16, 35, 10751",Robin Brigstocke,"Paul Corrigan, Brad Walsh","Marissa Jaret Winokur, Danny Trejo, David Herman, Dave Allen, Scott Klace",matched (episode pull)
KTH143,King of the Hill,12,8,The Minh Who Knew Too Much,"Minh joins the Arlen Gun Club so that she can practice her skeet-shooting skills and become a member of the Nine Rivers Country Club team.  However, Minh loses track of the goal when she starts to identify with her ""hillbilly"" neighbors.",2007-12-09,22.0,7.5,2,/4MULmR5V3eggRDoHHOmhj2FPWvD.jpg,KTH143.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148121,"Animation, Comedy, Family","16, 35, 10751",Kyounghee Lim,Dan McGrath,"Tom Petty, David Herman, Scott Klace, Randal Reeder, James Sie",matched (episode pull)
KTH144,King of the Hill,12,9,Dream Weaver,"After they have financial troubles, Nancy convinces Dale to go on a ""vocation vacation"" to learn a new career.  Unfortunately, Dale picks basket-weaving, and he's not very good at it. Meanwhile, Peggy, Bill and Kahn try to create the next great Internet video.",2007-12-16,21.0,7.0,2,/Aw2sWNVDA5wnv15HlWhfrr1Jd0y.jpg,KTH144.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148123,"Animation, Comedy, Family","16, 35, 10751",Ken Wong,Jennifer Barrow,"Steve Gunderson, David Herman",matched (episode pull)
KTH145,King of the Hill,12,11,Trans-Fascism,"Hank helps Buck Strickland battle the Arlen City Council and a rival restaurant after ""Sugarfoots"" loses its business due to a local ban on the sale of foods containing trans fats.",2008-02-10,21.0,7.5,2,/gVRXZFaSxPKdE18MR2ZYQNaUaOR.jpg,KTH145.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148127,"Animation, Comedy, Family","16, 35, 10751",Kyounghee Lim,"Paul Corrigan, Brad Walsh","Tom Petty, James Sie, Danny Trejo, Fred Willard, David Herman",matched (episode pull)
KTH146,King of the Hill,12,12,Untitled Blake McCormick Project,"Bill falls in love after he has a blind date with Charlene, a hot single mother. However, Dale's intuition tells him  something is not quite right with the whole situation.",2008-02-17,22.0,8.0,2,/nM0E7o5Akn0mERbKbB8MzgVbDds.jpg,KTH146.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148126,"Animation, Comedy, Family","16, 35, 10751",Ken Wong,Blake McCormick,"Breckin Meyer, Jonathan Joss, Melinda Clarke",matched (episode pull)
KTH147,King of the Hill,12,13,The Accidental Terrorist,"Hank buys Peggy a new car, and like he has always done he pays sticker price for it.  However, after he realizes that he has been ripped off for years, he plots revenge against the car salesman.",2008-03-02,22.0,7.0,2,/5EcHhO7uULnXzyafASBuyf0BXoQ.jpg,KTH147.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148124,"Animation, Comedy, Family","16, 35, 10751",Robin Brigstocke,"Tim Croston, Chip Hall","Ted Danson, Fred Willard, David Herman, James Sie, Glenn L. Lucas",matched (episode pull)
KTH148,King of the Hill,12,14,Lady and Gentrification,"Hank's agrees to speak at Enrique's daughter's quinceañera.  However, some of Peggy's real-estate clients fall in love with the quaint Mexican neighborhood and start to move in.",2008-03-09,22.0,6.5,2,/wk0XEpmrSPZ04MoRG9wgOxnYBHb.jpg,KTH148.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148130,"Animation, Comedy, Family","16, 35, 10751",Anthony Chun,"Murray Miller, Judah Miller","Danny Trejo, Abby Elliott, Dax Shepard, Alicia Sixtos",matched (episode pull)
KTH149,King of the Hill,12,15,Behind Closed Doors,Peggy becomes over-protective after a child goes missing in Arlen.,2008-03-16,22.0,6.5,2,/tTbKVPdjLKMbgYP6M0YuBPLBUJe.jpg,KTH149.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148132,"Animation, Comedy, Family","16, 35, 10751",Tony Kluck,Christy Stratton,"Breckin Meyer, Tom Petty, David Herman, Dennis Burkley, Ed Begley Jr.",matched (episode pull)
KTH150,King of the Hill,12,16,Pour Some Sugar on Kahn,"Kahn escapes to the bar and takes up Karaoke after Minh's father comes to visit. Meanwhile, Bobby and Peggy compete in an escalating game where they try to outdo each other.",2008-03-30,22.0,7.0,1,/vFXICAYUzVvOjjTVA7ED3WiU9dl.jpg,KTH150.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148128,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,Sanjay Shah,"David Herman, James Sie",matched (episode pull)
KTH151,King of the Hill,12,18,The Courtship of Joseph's Father,"Dale's son becomes the star quarterback for Landry High School, but Dale pushes the boy to accept a private school's offer, which includes a cash contract.",2008-04-13,22.0,8.0,1,/k8UEbNC4l94f1wveoUZjdU7XPNo.jpg,KTH151.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148134,"Animation, Comedy, Family","16, 35, 10751",Michael Loya,"Rebecca May, Tony Gama-Lobo","Breckin Meyer, Kyle Chandler, Dennis Burkley, David Herman, Tom Jourden",matched (episode pull)
KTH152,King of the Hill,12,19,Strangeness on a Train,"Stressed that her birthday parties never live up to her expectations, Peggy plans herself a disco-themed party on a mystery train, but after Luanne ruins the surprise, Peggy worries her parties will always end badly. However, a new mystery arises after a couple sneaks away for some private time in the train bathroom, and the partygoers must figure out who did it.",2008-04-27,22.0,9.0,1,/3Fh27HvIzqqF3ErfnDKOzAahTo5.jpg,KTH152.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148133,"Animation, Comedy, Family","16, 35, 10751",Kyounghee Lim,Jim Dauterive,"Breckin Meyer, Tom Petty, Henry Gibson, Patrick Bristow, Jonathan Joss",matched (episode pull)
KTH153,King of the Hill,12,20,Cops and Robert,"Bobby has to work as a deputy for the school's police officer after he is framed for throwing a soda can.  Meanwhile, Hank accidentally takes the wallet of a man he thought stole his own wallet, however when he tries to return the wallet the man does not take it too well.",2008-05-04,22.0,7.5,2,/6znlz4SRu5IHraTEx11hGSYQ2AW.jpg,KTH153.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148139,"Animation, Comedy, Family","16, 35, 10751",Ken Wong,Dave Schiff,"Fred Willard, Dennis Burkley, Glenn L. Lucas, Rini Bell, David Herman",matched (episode pull)
KTH154,King of the Hill,12,21,It Came from the Garage,"Wanting to spend some quality time with his son, Hank distracts Dale, Bill and Boomhauer with a boat building competition. However, when bats attack the construction garage, Hank has to give up his idea of spending time with Bobby.",2008-05-11,22.0,7.0,1,/3v5ZZzWEwqxtm9GrdBfRvuOTdlu.jpg,KTH154.jpg,/rfVe0r614QpaAf2vF7Sc0XkI7hq.jpg,2122-S12.jpg,2122,148137,"Animation, Comedy, Family","16, 35, 10751",Robin Brigstocke,Blake McCormick,Breckin Meyer,matched (episode pull)
KTH155,King of the Hill,13,1,Dia-BILL-ic Shock,"Bill's love of sugary snacks causes diabetes. After a doctor tells Bill that he will lose his legs he decides to start using a wheelchair. Once he is wheelchair bound he finds camaraderie with Thunder, a wheelchair sports enthusiast. Things turn around for Bill until Thunder finds out that Bill does not really need the wheelchair.",2008-09-28,21,7.375,8,/Wb52caDaihvB29N2zdsb7bVZhY.jpg,KTH155.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148147,"Animation, Comedy, Family","16, 35, 10751",Ron Rubio,Sanjay Shah,"Breckin Meyer, Jake Steinfeld, David Herman, Scott Klace, Marissa Jaret Winokur",matched (episode pull)
KTH156,King of the Hill,13,2,Earthy Girls Are Easy,"When a local paper plans to run a story about Strickland Propane dumping old propane tanks into the river, Hank suggests that the company go green. Dale, in an attempt to impress the ladies, organizes an Earth benefit concert.",2008-10-05,21,9.0,3,/15TxfQyXomAknOnllJn0PMECjn1.jpg,KTH156.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148169,"Animation, Comedy, Family","16, 35, 10751",Matt Engstrom,"Paul Corrigan, Brad Walsh","Breckin Meyer, Danny Trejo, Marissa Jaret Winokur, Mo Collins",matched (episode pull)
KTH157,King of the Hill,13,3,Square-Footed Monster,"Hank and the guys do a good deed when they fix-up a neighborhood house, however after Ted Wassonasong buys the house he decides to knock down the house and build a mansion.",2008-10-19,21,8.0,3,/zmuUyubOHvI2lEuX87SrLSv2ETg.jpg,KTH157.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148142,"Animation, Comedy, Family","16, 35, 10751",Kyounghee Lim,Jerry Collins,"Breckin Meyer, Tom Petty, Bob Elliott, Chris Elliott, Abby Elliott",matched (episode pull)
KTH158,King of the Hill,13,4,Lost in MySpace,Hank has bad feelings when Mr. Strickland decides to create a MySpace page for Strickland Propane. Hank's fears come true when Donna posts personal videos and information to the web site.,2008-11-02,20,7.5,2,/fwsoieW8tbLdxZrFchKGlMwaSB9.jpg,KTH158.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148145,"Animation, Comedy, Family","16, 35, 10751",Tony Kluck,"Murray Miller, Judah Miller","Danny Trejo, Marissa Jaret Winokur, Phil LaMarr, Bertila Damas",matched (episode pull)
KTH159,King of the Hill,13,5,No Bobby Left Behind,"In order to raise the school's average for standardized tests, Principal Moss classifies Bobby as a low achievement student. However, the plan backfires after Bobby is placed in a class where he no longer has to do homework and doesn't have to take the tests.",2008-11-09,21,7.0,2,/ekA7U2MWyVPshJCEETPIq33KXlq.jpg,KTH159.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148143,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,"Tim Croston, Chip Hall","Breckin Meyer, Dennis Burkley, Jillian Bowen, David Herman, Ashley Johnson",matched (episode pull)
KTH160,King of the Hill,13,6,A Bill Full of Dollars,"Peggy, Minh and Dale play the stock market together, however they lose money in their initial investment. To improve their odds they decide to study the consumer habits of an ""average man"" and Bill becomes the subject of their study. Meanwhile, after Peggy buys the family a new flat screen TV, Hank and Bobby have difficulty figuring out all the advanced features.",2008-11-16,21,6.5,2,/uCBtmc8r25psvDjB5soxWkjOnzX.jpg,KTH160.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148151,"Animation, Comedy, Family","16, 35, 10751",Steve Robertson,Dan McGrath,"Steve Gunderson, Wyatt Cenac, David Herman",matched (episode pull)
KTH161,King of the Hill,13,10,Master of Puppets,"Bobby is left waiting at the mall when Hank and Peggy's date goes long. Feeling his parents' guilt, Bobby uses the incident to pit each against one another to show him their affection. Soon, Peggy and Hank stop giving him anything Bobby wants and he demands they spend more time with him.",2009-03-01,21,6.5,2,/pSMfjA1MYciH7q56UwKl1cCIaFD.jpg,KTH161.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148154,"Animation, Comedy, Family","16, 35, 10751",Tony Kluck,Blake McCormick,"Breckin Meyer, Tom Petty",matched (episode pull)
KTH162,King of the Hill,13,12,Uncool Customer,"After Peggy finds out that she is not cool she befriends one of Arlen's most glamorous and cool moms in an effort to learn how to be cool. Bobby befriends her daughter, a girl named Michael Savage.",2009-03-15,21,5.5,2,/gGtSX9g2m0GIrGxTFm0fVTdrDUc.jpg,KTH162.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148158,"Animation, Comedy, Family","16, 35, 10751",Tricia Garcia,Christy Stratton,"Kate Walsh, David Herman, Tom Petty, Sugar Lyn Beard, Patrick Bristow",matched (episode pull)
KTH163,King of the Hill,13,14,Born Again on the Fourth of July,"Bobby is offered an intervention at the church, after Hank becomes upset by his misbehavior. Meanwhile, Hank and his pals challenge a rival neighborhood to a Fourth of July fireworks showdown",2009-04-19,21,7.5,2,/tXRUD05eSiRSSjOjlAVNnu2Y57v.jpg,KTH163.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148160,"Animation, Comedy, Family","16, 35, 10751",Ken Wong,Erin Ehrlich,"Breckin Meyer, Tom Petty, Jonathan Joss, Dennis Burkley, Glenn L. Lucas",matched (episode pull)
KTH164,King of the Hill,13,15,Serves Me Right for Giving General George S. Patton the Bathroom Key,"Hank discovers that his father's last requests are a collection of bizarre tasks including the wish to have his ashes flushed down a toilet that General George S. Patton once used. Meanwhile, Bill and Dale bicker over an empty beer can.",2009-04-26,21,8.0,2,/wrMlVrhPwogZEhV11P5HKymhLnz.jpg,KTH164.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148162,"Animation, Comedy, Family","16, 35, 10751",Steve Robertson,"Tim Croston, Chip Hall","Tom Petty, Phil Hendrie",matched (episode pull)
KTH165,King of the Hill,13,17,Manger Baby Einstein,Luanne tries to become a breakout star in the children's entertainment industry.,2009-05-10,21,7.75,4,/oGdfre67rCOwnAGhTrsGmvLx8x5.jpg,KTH165.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148164,"Animation, Comedy, Family","16, 35, 10751",Kyounghee Lim,Sanjay Shah,"Tom Petty, David Herman, Jonathan Joss, Stephanie Darby",matched (episode pull)
KTH166,King of the Hill,13,20,To Sirloin with Love,"Thankful to finally have something in common with his son, Hank is proud when Bobby’s knowledge of beef earns him a spot on a college team bound for the State Championships.",2009-09-13,21,9.5,2,/qK6t5Zl6CjkIInTDhgqDRR6TBa2.jpg,KTH166.jpg,/xp1PqaDMvqTPUeIIVTIAiWvWNMl.jpg,2122-S13.jpg,2122,148166,"Animation, Comedy, Family","16, 35, 10751",Kyounghee Lim,"Jim Dauterive, Rebecca May, Christy Stratton, Tony Gama-Lobo","Breckin Meyer, Tom Petty, Phil LaMarr, David Herman, Scott Klace",matched (episode pull)
